Name,Anné de crétion,Chiffre affaires,Collaborateur,Siège,Activité,Presentation,Website,Skills,Linkedin,Twitter,Facebook,Others,Url,links
mbh-consulting,2022,"Non renseigné
","
 < 20
","Boulogne-Billancourt, Île-de-France
","
 Cabinet de conseil
"," MBH Consulting est une entreprise de conseil en IT. Elle accompagne des sociétés dans les domaines pharmaceutiques, de la santé, de l'aéronautique, des dispositifs médicaux et des cosmétiques dans la digitalisation de leur process. Grace à l'expertise de ses consultants, MBH vous assure un accompagnement de qualité, adapté à votre secteur d'activité et à votre besoin. ",,"Klaxoon,QHSE,Kaizen,5s,canvas,Azure DevOps Server,amdec,OSI (Open Systems Interconnection),Programmation,Sphinx,+65",,,,,https://www.free-work.com/fr/companies/mbh-consulting,https://www.free-work.com/fr/companies/mbh-consulting
Daweiro,Non renseigné,"Non renseigné
","
 < 20
","Paris, France
","
 Cabinet de conseil
"," Daweiro est une société de conseil en Product Management, Agile et Lean Management et IT.Nous nous engageons à aider les organisations, à offrir plus de valeur à nos clients et leurs parties prenantes. Notre objectif : donner aux entreprises les moyens de s’auto-organiser.Cette démarche d’excellence opérationnelle fait grandir l’entreprise vers une organisation plus flexible et plus proche des attentes de sa clientèle, tout en renforçant l’implication des équipes en interne. ",https://daweiro.com,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQHGKMfK-0S1_wAAAYPsrQbQiLbsfXr9FBj1Uv8khVuUXuknYR2ANXTb1-UZMqibzAGYmpXyf_lu0y_QIYQpJmMwev0mYkGN93YZWGJJx0A0VbZA3Fhw7KuxRrmfY7kIW1TJjG4=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fdaweiro%2F,,,,https://www.free-work.com/fr/companies/daweiro,https://www.free-work.com/fr/companies/daweiro
CELAD,1990,"Non renseigné
","
 > 1 000
","Balma, Occitanie
","
 ESN
"," Issu du monde bancaire, #CELAD a été créée en 1990 à Toulouse. Nos 1300 collaborateurs(trices) interviennent aujourd’hui sur 2 pôles d’activités : les systèmes d’information et les systèmes embarqués et ceci chez plus de 250 clients (PME/PMI et grands comptes).Nous sommes entièrement impliqué(e)s dans la gestion de nos collaborateurs(trices), ce qui est la base de notre développement ainsi que le reflet de la qualité de notre travail.Doté d’un véritable processus de recrutement, notre pôle Recrutement accompagne ses candidat(e)s avec beaucoup d’enthousiasme et de passion au quotidien.Vous recherchez une structure à taille humaine et à votre écoute ?Donc si vous souhaitez faire partie de l’aventure Celadienne, rejoignez-nous ! ",https://www.celad.com/,,https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQFzSBWq5j1DVAAAAYPsrR5Azw68ZfXV-tcacSXdNUYch45yOJcspO2_a_f_pTX9ODsypjkKQESoCgfduc_ydtdIV7uxCx3hQfxbS5LiTFTwQewvhZM_K-ZYPzJEnjhG7jdpFp4=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fcelad%2Fmycompany%2F,,,,https://www.free-work.com/fr/companies/celad-10,https://www.free-work.com/fr/companies/celad-10
IROSOFT,Non renseigné,"Non renseigné
","
 < 20
","Paris, France
","
 ESN
"," iROSOFT est l’architecte des grandes transformations des entreprises et des acteurs publics. Elle accompagne ses clients de la stratégie de la mise en œuvre technologique en s’attachant toujours à penser au-delà des évidences et à s’inscrire dans des logiques de croissance verte pour créer de nouvelles façons de travailler avec de nouveaux modèles économiques et de nouveaux lieux.iROSOFT est avant tout un projet d’entreprise à taille humaine dans lequel il fait bon travailler grâce à des valeurs qui nous animent au quotidien : collaboratif, entrepreneur, anticonformiste et esprit de famille.iROSOFT cherche avant tout des personnalités qui lui permette de s'enrichir afin de créer un réseau de talents qui ne craint pas d’affirmer sa différence. ",https://www.irosoft.fr,"xcode,Load Balancing,bureautique,helpdesk,Client,Utilisateurs,MOE,magento,Scripting,commerce,+104",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQH2bY69taIp2gAAAYPsrTWwVe3ZkfcHVNd1ld4lTtSn4clFW2NxvMJsN-FUVvXpqZsz8TwiFdJya-zP5UfD07qfbU8Ou-OudGsnvc03666cLV5eufqFk7gTMApVBQ50x1osSbM=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Ffr.linkedin.com%2Fcompany%2Firosoft-fr,,,,https://www.free-work.com/fr/companies/irosoft-1,https://www.free-work.com/fr/companies/irosoft-1
ABIL-IT,Non renseigné,"Non renseigné
","
 < 20
","
Neuilly-sur-Seine, Île-de-France
","
 ESN
"," ABIL-IT est une nouvelle société créée par des associés expérimentés ayant une forte connaissance de la production informatique.Notre positionnement est totalement centré sur cette expertise que nous vous proposons de promouvoir avec l’associé fondateur en charge des relations clients. Si vous êtes assez entreprenant pour tenter de relever les défis, contactez-nous.Nous aurons alors l’opportunité de vous parler des valeurs auxquelles nous tenons : esprit d’équipe, développement personnel et collectif, respect et confiance. ",https://www.abil-it.fr/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQE_71PgoUIe6gAAAYPsrVEIgWIwljXnaut4ymhLPMv2EzFx77DY2nkYSdIoEooiZWJlUyT3OvLqGlXvN6Hmxwx-CWfLE3x8jNp0IanCdIjSqLE4XxNn12i6m5Rnki_HnFABKK0=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Ffr.linkedin.com%2Fcompany%2Fabil-it,,,,https://www.free-work.com/fr/companies/abil-it-1,https://www.free-work.com/fr/companies/abil-it-1
ASIO BUSINESS SERVICES,2021,"Non renseigné
","
 < 20
","La Garenne-Colombes, Île-de-France
","
 ESN
", Partenaire Microsoft et spécialiste des solutions Dynamics 365 Business Central et Dynamics NAV.Nous allions notre expertise métier aux solutions Microsoft pour proposer à nos clients des technologies adaptées à leurs enjeux d'aujourd'hui et de demain. 0 offre d’emploi en ligne 0 offre de mission en ligne,https://asioservices.com,ERP,https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQEAW8VzEsylmQAAAYPsrWh4-G9XbjT8NmJCx1A-epE1MYeelnBduYVbt9ifsahQw0ddZLqmBa7L46uizOFCdysPQTB6gHGs3f7BvXOFQYm3dVZvG48DHiBrP_BCy53O8CuUOJk=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fasioservices%2F,,,,https://www.free-work.com/fr/companies/asio-business-services,https://www.free-work.com/fr/companies/asio-business-services
All Over Cloud,2021,"Non renseigné
","
 < 20
","Wambrechies, Hauts-de-France
","
 ESN
"," AOC est une Entreprise de Service Numérique (ESN) spécialisée dans la gestion des Infrastructures, du Cloud & de la Sécurité mais pas que… Nous intervenons aussi dans le domaine des Etudes Informatiques, tout en créant un environnement, qui répond aux besoins et envies de nos collaborateurs et clients. Que savoir de plus ?> Chez nous, on s’engage à mettre l’humain au cœur de l’attention grâce à 3 piliers fondamentaux : la bienveillance, la reconnaissance et la convivialité ;> Nous sommes une entreprise à taille humaine, qui permet une meilleure proximité et réactivité au sein de l’équipe ; > Notre maitre mot ? La diversité, aussi bien au niveau des collaborateurs que des projets clients ;> Et pour que tout cela fonctionne : la transparence, qui est un indispensable pour établir une relation saine de confiance. ",,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQGTMYeUV1J2SgAAAYPsrYPQ_mgBw8F7ae6rKyMrCn2GpIq7Mopldy1Mi5ij-11K8ll9m8oPgc4uXJZ9UfpyWnXkHeNphT0P2zHuBxhgSeADTiZXde17etQQ4vGhTYymVdERuiA=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fallovercloud%2F,,,,https://www.free-work.com/fr/companies/all-over-cloud-1,https://www.free-work.com/fr/companies/all-over-cloud-1
IT-4B CONSULTING,Non renseigné,"Non renseigné
","
 < 20
","Neuilly-sur-Seine, Île-de-France
","
 ESN
"," IT-4B CONSULTING est une Entreprise de Services du Numérique (ESN) spécialisée dans l’intégration de logiciels, de progiciels et de services IT à destination des directions informatiques.Au cœur de notre savoir-faire nous opérons sur mesure sur les technologies et solutions de l’éditeur SAP, via une expertise technologique et un sens du service à valeur ajoutée.La raison d’être chez IT-4B Consulting est de contribuer au progrès technologique, tout en adoptant des solutions sur mesure et des approches innovantes, afin de créer de véritables communautés collaboratives qui permettent à nos clients ainsi qu’à nos collaborateurs de progresser tous ensemble vers un service d’excellence. ",https://it-4bconsulting.fr,"abap,AMOA,SAP MM,SAP",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQFG5QHJpUPWDAAAAYPsrZ8o7JWvLixKfpjTVGxMBWHAY38dsLkZRLFyXlnW93QgP7gRAtuho-Xhhp3aJ1wipqCHiEuXJMBgW6Cv9qDc3VCSujb7tm2UhFtxTnV4VkMrou5Sk2k=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2F11847040%2Fadmin%2F,https://twitter.com/it4bconsulting,,,https://www.free-work.com/fr/companies/it-4b-consulting,https://www.free-work.com/fr/companies/it-4b-consulting
AXIANS,Non renseigné,"Non renseigné
","
 > 1 000
","La Garenne-Colombes, Île-de-France
","
 ESN
"," Rejoindre Axians, c’est rejoindre un réseau agile d’entreprises présentes dans 25 pays et composé de 12 000 collaborateurs réalisant un CA de 2.6 Milliards d’euros.Axians est la marque de VINCI Energies dédiée aux solutions ICT, c’est-à-dire la maitrise de l’ensemble des technologies de l’information et de la communication : Infrastructures Télécoms, Cloud & Data Center, Réseaux d’entreprises, Digital Workspace, Business Applications & Data Analytics, Cyber Sécurité, Audiovisuel.Nous accompagnons nos clients – entreprises privées, secteur public, opérateurs et fournisseurs de services - dans la transformation de leurs solutions digitales.Vous vous reconnaissez dans cette offre et vous voulez porter avec nous nos valeurs ?!Postulez et venez partager le CESAR !Confiance, Esprit d'entreprendre, Solidarité, Autonomie, ResponsabilitéFortement impliqué sur nos territoires respectifs, Axians a une forte politique de développement durable en s’engageant sur une réduction de 40% de ses émissions de CO2 à l’horizon 2030 mais également d’actions solidaires touchant à l’insertion, à l’éducation au travers de la Fondation VINCI et de nombreux partenariats écoles.Nos offres sont accessibles aux personnes en situation de handicap.Venez exprimer vos talents, nous saurons vous accompagner ! » ",https://www.axians.com/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQHW9CFhS4cmjgAAAYPsrcog2K6uLDBeqLe4Qoqt0yVuiz3qJkFXYPndTN79LyEWLeHKtiLXVl2nZcxGgoTDvt8ZPSZ4vFvuRwHsPRYGttdgiA-sSTesGBEIWC-8WZYCnaQfMuE=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Faxians,,,,https://www.free-work.com/fr/companies/axians-4,https://www.free-work.com/fr/companies/axians-4
Mindcross,Non renseigné,"
 Non renseigné
","
 < 20
","Paris, France
","
 ESN
"," Mind Cross, société à taille humaine crée en 2012 où humain et proximité sont synonymes, est constituée par des professionnels et un réseau de consultants, passionnés de nouvelles technologies, qui collaborent depuis de nombreuses années.Nous privilégions le relationnel, l’écoute, l’évolution à tous niveaux et plaçons nos clients au cœur de notre activité.Nous créons des expériences clients vertueuses et nous vous apportons notre expertise technique et métier, des solutions innovantes et fiables avec un service sur mesure.Nous avons développé notre expertise et savoir-faire dans les nouvelles technologies du web (front et back office), conseil métier/AMOA et accompagnement, science de la donnée, cybersécurité ainsi que dans l’architecture logicielle.Soucieux de la qualité des prestations que nous proposons, notre valeur ajoutée réside dans notre engagement à mettre au service de la performance des entreprises notre savoir-faire dans le but de relever les défis et d’atteindre ensemble avec nos partenaires, les objectifs fixés afin de préserver leur compétitivité.Toute la philosophie de Mind Cross s’articule autour d’un carrefour d’échanges et de partage infini qui rassemble et connecte les talents autour de nos 4 principales valeurs : Honnêteté, rigueur, le travail en équipe, le respect des engagements pris. Maintenir l’ADN de Mind Cross est essentiel pour nous. ",https://www.mindcross.fr,,,,,,https://www.free-work.com/fr/companies/mindcross,https://www.free-work.com/fr/companies/mindcross
Augusta Reeves Group,Non renseigné,"
 Non renseigné
","
 100 - 249
","Paris, France
","
 ESN
"," Distributeur & Intégrateur Solutions SAP / SAP Platinium Partner. Avec près de 25 ans d'expérience dans la conduite du changement numérique, nous sommes membres du réseaux United VARs.La société est un intégrateur des solutions SAP et des nouvelles technologies. Fort d’une expertise de plus de quinze années dans le monde du Conseil SAP, AUGUSTA REEVES GROUP intervient sur des activités à la pointe de la technologie.Notre partenariat avec SAP (Partenaire Distributeur Gold) nous permet de nous appuyer et de nous former sur les dernières solutions de l'éditeur. Ainsi, nous conseillons nos clients sur les meilleures solutions actuelles au regard de leur volonté d'évolution.Nos projets SAP sont présent en SUISSE / PARIS.Ainsi que sur NANTES/ BORDEAUX/ LYON et AIX. ",https://www.augustareeves.fr/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQEXaXVe_9RPHgAAAYPsrfkAFHnpJTSO6VOrihUgCUHq8ln0DLyfbKnylU4-br27TrAGe0_291O1PO5aoNSZ8ZqnL4d8WQzXzU7X6kbixTLMfBmXMws3PKcsKG9pt3SNRD0UJDU=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fin%2Faugustareeves%2F,,,,https://www.free-work.com/fr/companies/augusta-reeves-group,https://www.free-work.com/fr/companies/augusta-reeves-group
Alies Conseil,Non renseigné,"
 Non renseigné
","
 20 - 99
","Paris, France
","
 ESN
"," Notre société ALIES Conseil intervient en prestation, recrutement et pré-embauche chez ses clients sur tous les domaines d’une DSI et sur tous types de profils, des débutants aux experts.Ayant construit notre relation avec nos clients sur la confiance et la transparence, nous ne sommes pas dans une démarche « d’industrialisation » de la prestation mais souhaitons être une société à taille humaine.Nous vous proposons d’aller visiter notre site www.alies-conseil.com afin de vous faire une idée peut être plus précise des valeurs qui guident notre activité et que nous espérons partager avec vous. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://alies-conseil.com,,,,,,https://www.free-work.com/fr/companies/alies-conseil-1,https://www.free-work.com/fr/companies/alies-conseil-1
Exiptel,2006,"
 Non renseigné
","
 < 20
","Neuilly-sur-Seine, Île-de-France
","
 ESN
"," Fondée en 2006 par des passionnés de réseaux et de sécurité informatique, Exiptel est une entreprise de services du numérique qui s'est spécialisée sur ces technologies, au service de grands clients, qui nous font confiance sur la durée. Société à taille humaine, nous attachons une grande importance aux recrutements et entretenons une forte proximité avec nos consultants, tout au long de leurs missions et de leurs formations 0 offre d’emploi en ligne 0 offre de mission en ligne",https://exiptel.fr/,"IPsec,Pare-feu,IPv6,sd-wan,Conception,Support utilisateurs,FortiGate,VLAN,Nagios,Gestion de projet",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQGoKj4eFLKJWQAAAYPsrivIQyjvMqObxDOz-9GFUNRntwHrYQEOHbqal48AbuHPKGMZcfc7h45s8aCQDVJUBPBaOnsZ7lKlTqZdR3YI4DrW5zDhJ8RAM3j5Jc5UU2bBFpesOiE=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fexiptel,,,", http://exiptel/",https://www.free-work.com/fr/companies/exiptel-2,https://www.free-work.com/fr/companies/exiptel-2
OTTEO,2010,"
 Non renseigné
","
 100 - 249
","Lille, Hauts-de-France
","
 ESN
"," OTTEO, société de conseil & cabinet de recrutement, c’est :▶ Une PME d’une centaine de collaborateurs qui vous permettra d’intégrer une équipe jeune & dynamique, avec laquelle vous partagerez des moments conviviaux.▶ Une proximité avec votre manager grâce à sa disponibilité, son écoute active et un suivi périodique. Il sera présent et réactif pour tout besoin !▶ La prise en compte de vos souhaits, qu’il s’agisse de mobilité ou d’évolution de carrière.Une diversité dans nos secteurs d’intervention : l’industrie de process, l’énergie, le transport, la grande distribution, la défense, la santé-pharma…OTTEO c’est aussi :▶ 3 offres : Consulting / Recrutement / Formation▶ Une création en 2010▶ 5 agences : Lille / Paris / Nantes / Lyon / Chambéry▶ Des opportunités en France, et à l’international▶ 4 certifications : ISO 9001 / ISO 14001 / ISO 45001 / EN 9100 ",,"Cybersécurité,MOE,Data mining,Big Data,Data,BI,MOA,Data science,DevOps,risk management,+1",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQFgIEKeoyaVIAAAAYPsrlbAFcCTKOy344V3c94iyDNlatWTvwXhWt3UqYs_y8uIK3mpjgDrofCLmsKlcXFFfszDY5jV-Mj7rcSTaBVgDJiWXMfmVV59-Ky1vBVBPhDUKKHCfrM=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fotteo%2Fmycompany%2F,,,,https://www.free-work.com/fr/companies/otteo-3,https://www.free-work.com/fr/companies/otteo-3
BK SEARCH SARL,2014,"
 Non renseigné
","
 < 20
","
 Plan-les-Ouates, Genève, Suisse
","
 Cabinet de recrutement / placement
"," BK Search est un cabinet de recrutement spécialisé sur les compétences IT & DIGITALES. Basé à Genève, nous accompagnons nos clients, grands comptes et PME, sur des missions de recrutement en France et en Suisse 0 offre d’emploi en ligne 0 offre de mission en ligne",,"AngularJS,Cybersécurité,MOE,Scrum Master,Business Analyst,JAVA/J2EE,Google Cloud Platform,MOA,Business Intelligence,Cloud,+28",https://www.linkedin.com/authwall?trk=gf&trkInfo=AQENE5GImzaz6gAAAYPsrnIYc6ML46RmkzTQU4jn8jdaIXOxuq7TuSkoYOjXfMlsiVyk5OH4iHhzeLSnEPzfEg02bWOetA9bwGdiwct5Td1FtceIjRnib46-KCR0V52tRJb4AHw=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fbksearch%2F%3FviewAsM,,,,https://www.free-work.com/fr/companies/bk-search-sarl,https://www.free-work.com/fr/companies/bk-search-sarl
ON-X,Non renseigné,"
 16M
","
 100 - 249
","
 Puteaux, Île-de-France
","
 Cabinet de conseil
"," ON-X Groupe, cabinet de conseil français indépendant, accompagne les entreprises, administrations et collectivités dans leurs projets de transformation numérique, parmi lesquelles Total, la DGAC, EDF, RTE, Orange ou encore la Société Générale.Depuis plus de 30 ans, ON-X Groupe a su anticiper les nombreuses transformations numériques en se positionnant sur des domaines innovants et complémentaires :•	Infrastructure et Système d’Information•	Territoires Numériques•	Sécurité Numérique•	Cloud•	Blockchain•	Réalité Virtuelle/AugmentéeSiégeant à Puteaux, le groupe couvre l’ensemble du territoire avec ses 4 agences à Toulouse, Lyon, Montbéliard et Laval.L’entreprise emploie près de 200 collaborateurs qui participent activement à la croissance et à la réussite du groupe. ",,,,,,,https://www.free-work.com/fr/companies/on-x-9,https://www.free-work.com/fr/companies/on-x-9
AUSY,Non renseigné,"
 Non renseigné
","
 > 1 000
","
 Sèvres, Île-de-France
","
 ESN
"," Ausy cybersécurité est un projet du Groupe Ausy dont l’ambition est d’être un partenaire de confiance pour tous les enjeux de la cybersécurité.Présent sur les métiers de la cybersécurité depuis plus de 3 ans, nous nous positionnons aujourd’hui sur 6 grands domaines d’expertise :- L’accompagnement sur la stratégie/gouvernance, conformité et la gestion des risques- Les activités d’audit ou encore du Pentest- L’accompagnement sur la mise en place et le renforcement des équipes SOC ou de réponse aux incidents- La protection de l’intégrité des applications, des données et de l’infrastructure virtuelle hébergées dans le cloud (cloud public, privé, hybride, multi-clouds) et à tous les types de services et de solutions à la demande cloud (IaaS, PaaS, SaaS) - Le développement sécurisé de systèmes embarqués grâce à l’ADN historique de AUSY- Le support sur les activités de maintien en conditions de sécurité au quotidienChez Ausy Cybersécurité les projets passionnants et à fort enjeux stratégiques proposés vous séduiront.Du hacking à la gouvernance, sans oublier la gestion des incidents, l’occasion vous est donnée à vous, futur membre de notre équipe ! Relevez de nouveaux défis, développez et renouvelez vos connaissances par la variété des technologies utilisées et des besoins de nos clients. Nos superbes équipes IT vous attendent, profitez de cette proximité et avançons ensemble.Vous êtes DevSecOps, Consultant sécurité, Analyste SOC, Pentester… alors, consultez nos offres dans l’onglet “demande” ! Chez Ausy nous croyons au pouvoir de la technologie, nous croyons en une "" tech with personality "". 0 offre d’emploi en ligne 0 offre de mission en ligne",,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQEig2q0CMRe1wAAAYPsrqTgYMYr4BhOBSbZKmzXyFF3TzuL_o4C2S2fsFOXIpCFFG5jvjYNpJc61w6bG4ERHIlmOi-chQrf-1QwNmKDITzxiisoejLjm3Si-eJJQFortHke0nc=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Ffr.linkedin.com%2Fcompany%2Fausy,,,,https://www.free-work.com/fr/companies/ausy-18,https://www.free-work.com/fr/companies/ausy-18
PLATEFORM SAS,2016,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 Editeur de logiciels
"," Skillup est un logiciel de Talent Management qui accompagne les équipes RH dans leur rôle stratégique d’engagement, de développement et de rétention des talents.L’application est composée d’une suite de modules intégrés permettant la digitalisation des processus RH :** Module Entretien permettant la gestion de campagnes d’entretiens et mesure de la performance par les objectifs** Module Formation offrant un accès à notre marketplace de formation professionnelle connectée à plus de 200 organismes partenaires permettant de recueillir les besoins de formation et de gérer le plan de développement des compétences** Module Compétences permettant la cartographie des emplois et des compétences et l'identification des écarts individuels et collectifsCommercialisée en 2018, la solution est adoptée par 80.000 salariés d’entreprises telles que Renault Sport, Clarins, Verallia, BPI France, Intersport, AON, Coface, Groupe Vyv et Lazard. (96% de taux de satisfaction client)Notre récente levée de fonds à pour objectifs de/d' :** Compléter la couverture fonctionnelle de notre logiciel de Talent Management** Accélérer notre développement en France et en Europe** Atteindre 200 collaborateurs d’ici 2024 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.skillup.co/,"Node.js,Reactjs,Nodejs,Javascript,React",https://www.linkedin.com/authwall?trk=ripf&trkInfo=AQGVPRa25syCXQAAAYPsrsA4l-kmwVYBBzehHAaVE_CFXgn4p0P90pcSQAfg3Bfj8rYaUh33rKf4O-2ioV-CF6om4MaoybYiGvBS4UaM0CaWTjHn_zwPA7Pqg4hZwK7mKyX93tI=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fskillup.co%2F,https://twitter.com/skillup_co,https://www.facebook.com/Skillup.co.sirh,,https://www.free-work.com/fr/companies/plateform-sas,https://www.free-work.com/fr/companies/plateform-sas
Shiftera,Non renseigné,"
 Non renseigné
","
 < 20
","
 Conflans-Sainte-Honorine, Île-de-France
","
 Cabinet de conseil
"," Au croisement de la start-up factory et du cabinet de conseil, Shiftera est née de la volonté d’allier consulting, formation et incubation de marques digitales. Notre ambition ? Etre un acteur majeur du conseil et de l’innovation, pour particuliers et Organisations. Nous positionnons des experts en project et product management freelances, pour accompagner nos clients en assistance technique, centre de compétences ou au forfait. A l’issu d’entretiens clients, la majorité de nos collaborateurs sont retenus pour des missions à moyen ou long terme (6 mois ou plus).Des missions courtes sont également disponible, ponctuellement. 0 offre d’emploi en ligne 0 offre de mission en ligne",,,,,,,https://www.free-work.com/fr/companies/shiftera,https://www.free-work.com/fr/companies/shiftera
MANAVA LTD,Non renseigné,"
 Non renseigné
","
 < 20
","
 Non renseigné
","
 ESN
"," Specialists of the Salesforce.com ecosystem (Salesforce Sales Cloud, Salesforce Service Cloud, Salesforce Community, Marketing Cloud, Pardot, FSL, Veeva) We help clients by providing the best expertise possible.We cover the following products :-> Salesforce Sales Cloud-> Salesforce Service Cloud-> Salesforce Consumer goods-> Salesforce Field Service Lightning-> Veeva-> Salesforce Community Cloud-> Salesforce Marketing Cloud / PardotOur Salesforce experts can help you with different types of engagements :-> On-site or remote consultancy-> Apex and Lightning web components development-> On-demand expertise-> Audit and full analysis of your platform and processes-> Full cycle projects-> Full support to users and maintenance of the platformOur technical expertise :-> Salesforce Administration-> Salesforce development (Apex, Visualforce pages, Lightning components AURA or Lightning web components)-> Salesforce classic and lightning expertise-> API development / Third party integration-> Data migration-> ETL integration (Talend, Informatica, etc...) ",https://manavatech.com/,,,,,,https://www.free-work.com/fr/companies/manava-ltd,https://www.free-work.com/fr/companies/manava-ltd
AXENCIA GROUP,Non renseigné,"
 Non renseigné
","
 20 - 99
","
 Paris, France
","
 ESN
"," For many companies, technology and innovation are major differentiators from the competition.In this context, IRAE Group deploys a range of skills and know-how that put R&D at the service of strategy 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.irae-group.eu/,,,,,,https://www.free-work.com/fr/companies/axencia-group-2,https://www.free-work.com/fr/companies/axencia-group-2
KODY,Non renseigné,"
 Non renseigné
","
 < 20
","
 Noisy-le-Sec, Île-de-France
","
 ESN
"," Kody offre à ses clients des solutions innovantes et compétitives autour de 3 métiers.Conseil et Transformation | Consultant MOA - Business Analyst - Project Manager - PMO - Coach Agile - Scrum Master - Product Owner - DevOps - Cloud Computing EngineerDigital Experience | Technical lead - Fullstack Developer - Software Developer - Mobile Developer - UI-UX Designer - Web DesignerJava/ee, .NET, PHP, Angular, React, Vue, iOS, Android...Data Intelligence | Lead Data - Data Engineer - Data Scientist - Data Analyst - BI ConsultantPython, R, Spark, Scala... ",https://www.kody-it.com,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQEbPr9LXJDtPwAAAYPsrymw1ya3oqYC_8YF9N5hX-oH4yKytVPSjXSuBLei6bA7xaHRyCExsjuXCncBzmxEE7A9Gp9Ja77WQOFgOBHgWQrAuqsWIKBIkev_lj7bB-wYXK86UX0=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fkody-it%2F%3FviewAsMe,,,,https://www.free-work.com/fr/companies/kody,https://www.free-work.com/fr/companies/kody
Poulpex,2018,"
 80 000 000
","
 > 1 000
","
 Paris, France
","
 Société de portage
"," Le portage salarial est la solution alternative à la création d’entreprise vous permettant d’effectuer des missions ponctuelles en toute sécurité. Vous êtes indépendant tout en bénéficiant du statut et des avantages du salarié : chômage, retraite, protection sociale, mutuelle et prévoyance.Avec CEGELEM, n’ayez plus que votre réussite en tête ! 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.cegelem.fr/,,https://www.linkedin.com/authwall?trk=gf&trkInfo=AQE-lu_sQxqKuAAAAYPsr0UItrDwpCzweDbaRzzIRwpBwMDdR8rV2VSOdFB4ShCsArFc1oBFKTRDdKAQyssUGBs-fjXgN4c1omV0zr1bYmf3jfm0C_92MWyD8UTOUOwmE_IGPSI=&original_referer=https://www.free-work.com/&sessionRedirect=https%3A%2F%2Fwww.linkedin.com%2Fcompany%2Fcegelem-sas%2F,https://twitter.com/cegelem,https://www.facebook.com/cegelem/,,https://www.free-work.com/fr/companies/poulpex,https://www.free-work.com/fr/companies/poulpex
KI ANALYTICS,2012,"
 1,2M€
","
 < 20
","
 Aix-en-Provence, Provence-Alpes-Côte d'Azur
","
 Cabinet de conseil
"," Studio spécialisé en analytique et design graphique depuis 2012. Passionnés de datavisualisation, nous concevons des solutions analytiques complètes et innovantes ainsi que tous supports de communications visuels. 0 offre d’emploi en ligne 0 offre de mission en ligne",https://www.ki-analytics.com/,"BI,Big Data,Business Analyst,Business Intelligence,Business Object,Data science,Design,Formation,MOA,MOE,+5",,,,,https://www.free-work.com/fr/companies/ki-analytics,https://www.free-work.com/fr/companies/ki-analytics
